DateSpine,Q,SWEAvg,SWEMinus1,SWEMinus7,dSWE,precip,T,QMinus1,QMinus7
8/30/2016,163,0,0,0,0,2.00261666,17.06306804,161,172
8/31/2016,147,0,0,0,0,1.261087054,18.17873263,163,155
9/1/2016,148,0,0,0,0,1.133225332,18.65270288,147,149
9/2/2016,143,0,0,0,0,1.435624992,18.27902081,148,153
9/3/2016,138,0,0,0,0,1.770261963,17.08224286,143,154
9/4/2016,148,0,0,0,0,10.67342596,14.78023635,138,159
9/5/2016,166,0,0,0,0,15.14823732,14.36095037,148,161
9/6/2016,203,0,0,0,0,15.14823732,14.24355248,166,163
9/7/2016,207,0,0,0,0,15.17535792,14.68280823,203,147
9/8/2016,179,0,0,0,0,15.17535792,14.23097581,207,148
9/9/2016,167,0,0,0,0,14.82334701,11.97966368,179,143
9/10/2016,168,0,0,0,0,13.40801376,12.60053549,167,138
9/11/2016,164,0,0,0,0,4.501931968,15.18033427,168,148
9/12/2016,166,0,0,0,0,0.060733575,15.37655598,164,166
9/13/2016,157,0,0,0,0,0.064629322,13.13336435,166,203
9/14/2016,150,0,0,0,0,1.442013081,12.02944374,157,207
9/15/2016,153,0,0,0,0,4.674119958,8.686577687,150,179
9/16/2016,168,0,0,0,0,4.677101888,9.429141044,153,167
9/17/2016,178,0.04,0,0,0.04,4.677101888,10.99846795,168,168
9/18/2016,177,0.04,0.04,0,0.04,4.692800033,13.98925966,178,164
9/19/2016,169,0,0.04,0,0,4.705421353,16.31727797,177,166
9/20/2016,168,0,0,0,0,4.701525606,16.04977784,169,157
9/21/2016,158,0,0,0,0,3.297021248,13.47632198,168,150
9/22/2016,164,0,0,0,0,1.813593924,15.45637972,158,153
9/23/2016,178,0,0,0,0,6.754934531,7.257975335,164,168
9/24/2016,220,0,0,0.04,-0.04,12.6307052,4.702699359,178,178
9/25/2016,277,0.26,0,0.04,0.22,17.30836986,7.689210886,220,177
9/26/2016,331,0.16,0.26,0,0.16,17.28645058,10.63036343,277,169
9/27/2016,277,0,0.16,0,0,17.40614169,12.89389303,331,168
9/28/2016,284,0,0,0,0,17.40614169,14.24678141,277,158
9/29/2016,271,0,0,0,0,15.65746214,12.50960322,284,164
9/30/2016,261,0,0,0,0,13.68727045,13.05564443,271,178
10/1/2016,265,0,0,0,0,10.76121381,12.56019428,261,220
10/2/2016,256,0,0,0.26,-0.26,6.45796469,12.71265103,265,277
10/3/2016,250,0,0,0.16,-0.16,7.109019217,6.597181672,256,331
10/4/2016,257,0.18,0,0,0.18,12.4267258,3.774290349,250,277
10/5/2016,258,0.18,0.18,0,0.18,12.49087851,4.420858729,257,284
10/6/2016,318,0.18,0.18,0,0.18,14.60583917,3.083110026,258,271
10/7/2016,338,0.2,0.18,0,0.2,11.69542261,4.57403344,318,261
10/8/2016,366,0.18,0.2,0,0.18,8.953696766,8.377884759,338,265
10/9/2016,349,0.18,0.18,0,0.18,8.658064185,10.14126481,366,256
10/10/2016,349,0.12,0.18,0,0.12,8.060063857,10.67199613,349,250
10/11/2016,352,0.08,0.12,0.18,-0.1,3.825448954,9.653470264,349,257
10/12/2016,355,0.24,0.08,0.18,0.06,6.540873743,7.406881885,352,258
10/13/2016,346,0.18,0.24,0.18,0,4.460929642,9.73135834,355,318
10/14/2016,352,0.18,0.18,0.2,-0.02,4.397215357,12.59494084,346,338
10/15/2016,452,0.06,0.18,0.18,-0.12,4.189227167,13.34124178,352,366
10/16/2016,452,0,0.06,0.18,-0.18,4.094746067,10.70063008,452,349
10/17/2016,436,0,0,0.12,-0.12,4.078868111,6.349373367,452,349
10/18/2016,401,0.26,0,0.08,0.18,6.868074784,3.904667826,436,352
10/19/2016,373,0.48,0.26,0.24,0.24,6.289327281,2.086489461,401,355
10/20/2016,386,0.42,0.48,0.18,0.24,6.525026676,2.641509891,373,346
10/21/2016,402,0.46,0.42,0.18,0.28,6.878658349,7.65426199,386,352
10/22/2016,427,0.48,0.46,0.06,0.42,7.102936942,10.07615616,402,452
10/23/2016,434,0.34,0.48,0,0.34,7.103070541,10.94984651,427,452
10/24/2016,411,0.28,0.34,0,0.28,7.1036525,11.24008967,434,436
10/25/2016,422,0.26,0.28,0.26,0,4.145984558,8.655118087,411,401
10/26/2016,424,0.22,0.26,0.48,-0.26,2.358090627,8.609004046,422,373
10/27/2016,434,0.18,0.22,0.42,-0.24,2.08737467,10.97127246,424,386
10/28/2016,458,0.12,0.18,0.46,-0.34,2.245014839,11.88392428,434,402
10/29/2016,519,0.06,0.12,0.48,-0.42,2.469660894,10.57710976,458,427
10/30/2016,505,0.06,0.06,0.34,-0.28,2.737583282,11.54917484,519,434
10/31/2016,480,0.06,0.06,0.28,-0.22,2.763633766,6.914481765,505,411
11/1/2016,468,0.06,0.06,0.26,-0.2,4.871904858,5.585046582,480,422
11/2/2016,507,0.06,0.06,0.22,-0.16,9.037047414,4.380608538,468,424
11/3/2016,505,0,0.06,0.18,-0.18,9.054554228,5.498875968,507,434
11/4/2016,497,0,0,0.12,-0.12,8.565060078,7.462382437,505,458
11/5/2016,520,0,0,0.06,-0.06,8.11613543,6.508128378,497,519
11/6/2016,527,0,0,0.06,-0.06,7.887104099,7.491021143,520,505
11/7/2016,495,0,0,0.06,-0.06,7.798980393,6.543398316,527,480
11/8/2016,457,0,0,0.06,-0.06,4.656387781,6.677350276,495,468
11/9/2016,437,0,0,0.06,-0.06,0.078309162,7.759597465,457,507
11/10/2016,423,0,0,0,0,0.060802348,7.984890821,437,505
11/11/2016,403,0,0,0,0,0.039024656,7.078790098,423,497
11/12/2016,388,0,0,0,0,0.039024656,6.595985038,403,520
11/13/2016,382,0,0,0,0,0,5.917863174,388,527
11/14/2016,377,0,0,0,0,0,6.702854627,382,495
11/15/2016,368,0,0,0,0,0,8.447003869,377,457
11/16/2016,368,0,0,0,0,0.025396903,8.760749595,368,437
11/17/2016,367,0,0,0,0,0.025396903,-1.030405487,368,423
11/18/2016,364,0.32,0,0,0.32,3.000768445,-5.405915289,367,403
11/19/2016,361,0.34,0.32,0,0.34,3.033023783,1.014121152,364,388
11/20/2016,366,0.46,0.34,0,0.46,3.330916915,5.021400782,361,382
11/21/2016,362,0.46,0.46,0,0.46,6.110082459,3.928282893,366,377
11/22/2016,389,0.68,0.46,0,0.68,12.12912745,-0.350345215,362,368
11/23/2016,402,0.92,0.68,0,0.92,13.50240532,-0.456140088,389,368
11/24/2016,536,1.14,0.92,0,1.14,16.08588167,-3.816472079,402,367
11/25/2016,510,1.52,1.14,0.32,1.2,15.8848643,-2.415931044,536,364
11/26/2016,471,1.52,1.52,0.34,1.18,16.0685512,0.284631101,510,361
11/27/2016,400,1.58,1.52,0.46,1.12,16.55991951,-1.915877283,471,366
11/28/2016,358,2.36,1.58,0.46,1.9,24.06638695,-4.886235492,400,362
11/29/2016,310,2.8,2.36,0.68,2.12,25.06219964,-6.848575365,358,389
11/30/2016,310,2.9,2.8,0.92,1.98,24.94767596,-8.443585989,310,402
12/1/2016,313,2.92,2.9,1.14,1.78,22.7091524,-6.806095424,310,536
12/2/2016,285,3,2.92,1.52,1.48,20.87056167,-8.598934144,313,510
12/3/2016,220,3.02,3,1.52,1.5,20.93978901,-8.318034446,285,471
12/4/2016,292,3.12,3.02,1.58,1.54,20.71097192,-5.615696683,220,400
12/5/2016,292,3.2,3.12,2.36,0.84,10.48454626,-8.699286939,292,358
12/6/2016,281,3.3,3.2,2.8,0.5,3.958241655,-12.73627136,292,310
12/7/2016,279,3.52,3.3,2.9,0.62,4.680594838,-14.50217546,281,310
12/8/2016,218,3.6,3.52,2.92,0.68,4.607600883,-13.02057676,279,313
12/9/2016,272,4.02,3.6,3,1.02,7.4942324,-3.449364451,218,285
12/10/2016,341,4.46,4.02,3.02,1.44,9.488481579,0.247830786,272,220
12/11/2016,366,5.04,4.46,3.12,1.92,17.64880821,-4.072241008,341,292
12/12/2016,341,5.62,5.04,3.2,2.42,22.42465024,-6.56752425,366,292
12/13/2016,354,5.58,5.62,3.3,2.28,21.95833401,-8.601685698,341,281
12/14/2016,375,5.6,5.58,3.52,2.08,19.99763577,-3.962730816,354,279
12/15/2016,375,5.84,5.6,3.6,2.24,22.57814102,1.998284539,375,218
12/16/2016,375,6.04,5.84,4.02,2.02,22.75850502,-1.882291454,375,272
12/17/2016,325,6.96,6.04,4.46,2.5,37.58944121,-14.32714183,375,341
12/18/2016,260,6.96,6.96,5.04,1.92,29.26012244,-14.49244506,325,366
12/19/2016,260,6.96,6.96,5.62,1.34,25.25356676,-10.89918914,260,341
12/20/2016,403,7.12,6.96,5.58,1.54,26.36271646,-3.293909751,260,354
12/21/2016,422,7.2,7.12,5.6,1.6,26.66024182,-2.459492216,403,375
12/22/2016,417,7.34,7.2,5.84,1.5,24.33172476,-2.769597252,422,375
12/23/2016,403,7.66,7.34,6.04,1.62,24.4009437,-2.35903069,417,375
12/24/2016,389,7.74,7.66,6.96,0.78,8.340432116,1.20082366,403,325
12/25/2016,389,7.82,7.74,6.96,0.86,8.58085248,-3.794034769,389,260
12/26/2016,375,8.16,7.82,6.96,1.2,12.28145237,-8.772508739,389,260
12/27/2016,354,8.16,8.16,7.12,1.04,11.23334124,-8.472669958,375,403
12/28/2016,412,8.24,8.16,7.2,1.04,11.89798885,-6.132748252,354,422
12/29/2016,393,8.56,8.24,7.34,1.22,12.34195604,-6.441253703,412,417
12/30/2016,403,8.6,8.56,7.66,0.94,8.270367177,-3.937258083,393,403
12/31/2016,393,8.6,8.6,7.74,0.86,7.225054131,0,403,389
1/1/2017,403,8.6,8.6,7.82,0.78,6.593181562,-5.213338548,393,389
1/2/2017,398,8.68,8.6,8.16,0.52,2.854050364,-5.291395909,403,375
1/3/2017,403,9.02,8.68,8.16,0.86,16.29910945,-7.346602785,398,354
1/4/2017,403,9.36,9.02,8.24,1.12,21.53758316,-7.39682954,403,412
1/5/2017,393,10.9,9.36,8.56,2.34,34.1898237,-17.5152033,403,393
1/6/2017,333,11,10.9,8.6,2.4,36.45362348,-22.1136824,393,403
1/7/2017,303,11,11,8.6,2.4,36.7712028,-15.09992984,333,393
1/8/2017,422,11.16,11,8.6,2.56,39.38003172,-5.135040948,303,403
1/9/2017,475,12.1,11.16,8.68,3.42,45.78008605,-0.292686944,422,398
1/10/2017,493,13.12,12.1,9.02,4.1,42.81039486,-3.7209678,475,403
1/11/2017,504,13.42,13.12,9.36,4.06,40.02428206,-2.517075777,493,403
1/12/2017,459,14.4,13.42,10.9,3.5,39.18791318,-3.061884189,504,393
1/13/2017,529,14.82,14.4,11,3.82,44.70260742,-2.104320007,459,333
1/14/2017,548,15.08,14.82,11,4.08,48.62243678,-2.563326233,529,303
1/15/2017,548,15.12,15.08,11.16,3.96,46.13113651,-5.260666904,548,422
1/16/2017,523,15.12,15.12,12.1,3.02,38.94111981,-8.710307787,548,475
1/17/2017,470,15.12,15.12,13.12,2,28.38581647,-9.456943744,523,493
1/18/2017,389,15.04,15.12,13.42,1.62,24.92547657,-7.743413945,470,504
1/19/2017,386,15.08,15.04,14.4,0.68,12.14249229,-6.205231754,389,459
1/20/2017,445,15.26,15.08,14.82,0.44,7.526889686,-5.743237729,386,529
1/21/2017,409,15.52,15.26,15.08,0.44,4.910580665,-5.175487581,445,548
1/22/2017,455,15.7,15.52,15.12,0.58,7.795374599,-6.837896889,409,548
1/23/2017,461,16.02,15.7,15.12,0.9,10.58009519,-2.854698227,455,523
1/24/2017,450,16.32,16.02,15.12,1.2,30.15876637,-8.296952674,461,470
1/25/2017,434,16.48,16.32,15.04,1.44,37.28268696,-11.88904212,450,389
1/26/2017,419,16.64,16.48,15.08,1.56,39.99270858,-14.27405413,434,386
1/27/2017,405,16.68,16.64,15.26,1.42,37.18047654,-14.72222782,419,445
1/28/2017,395,16.7,16.68,15.52,1.18,35.59536319,-11.27874053,405,409
1/29/2017,409,16.74,16.7,15.7,1.04,33.19513881,-7.264801354,395,455
1/30/2017,414,16.86,16.74,16.02,0.84,30.97851589,-4.489738687,409,461
1/31/2017,386,16.9,16.86,16.32,0.58,11.59995465,-2.312196134,414,450
2/1/2017,390,16.94,16.9,16.48,0.46,4.47603407,-0.976255362,386,434
2/2/2017,414,16.96,16.94,16.64,0.32,1.765210851,-4.045701814,390,419
2/3/2017,429,17.48,16.96,16.68,0.8,5.04772129,-0.871655793,414,405
2/4/2017,445,17.64,17.48,16.7,0.94,5.612736463,0.218603746,429,395
2/5/2017,455,17.82,17.64,16.74,1.08,5.522701131,1.412957615,445,409
2/6/2017,461,17.9,17.82,16.86,1.04,5.054376316,1.436674843,455,414
2/7/2017,455,17.9,17.9,16.9,1,5.017514486,1.621928185,461,386
2/8/2017,489,17.94,17.9,16.94,1,6.6872131,2.537647025,455,390
2/9/2017,483,18.02,17.94,16.96,1.06,7.853514229,5.727880932,489,414
2/10/2017,507,18.12,18.02,17.48,0.64,5.436029077,6.305738937,483,429
2/11/2017,513,18.32,18.12,17.64,0.68,7.596133152,-0.597938223,507,445
2/12/2017,538,18.7,18.32,17.82,0.88,15.51466397,-3.76018953,513,455
2/13/2017,551,18.82,18.7,17.9,0.92,15.58694399,-3.705798491,538,461
2/14/2017,538,18.86,18.82,17.9,0.96,15.42035589,-3.215080131,551,455
2/15/2017,519,18.86,18.86,17.94,0.92,13.75065728,-2.028694821,538,489
2/16/2017,489,18.86,18.86,18.02,0.84,12.58435615,1.101560879,519,483
2/17/2017,429,19.02,18.86,18.12,0.9,11.37097976,2.207244696,489,507
2/18/2017,507,19.08,19.02,18.32,0.76,8.853644312,3.050976652,429,513
2/19/2017,519,19.14,19.08,18.7,0.44,0.668329287,1.638308168,507,538
2/20/2017,513,19.2,19.14,18.82,0.38,5.236971725,0.564860766,519,551
2/21/2017,531,19.24,19.2,18.86,0.38,6.658797423,3.913536743,513,538
2/22/2017,489,19.36,19.24,18.86,0.5,8.07102422,-0.179458793,531,519
2/23/2017,525,19.68,19.36,18.86,0.82,14.75259882,-5.207188585,489,489
2/24/2017,501,19.86,19.68,19.02,0.84,19.7926883,-9.012709012,525,429
2/25/2017,519,20.08,19.86,19.08,1,21.96460442,-11.53507487,501,507
2/26/2017,507,20.24,20.08,19.14,1.1,22.23313247,-10.41346477,519,519
2/27/2017,531,20.3,20.24,19.2,1.1,19.38201077,-5.715739324,507,513
2/28/2017,532,20.76,20.3,19.24,1.52,29.5347431,-8.455834202,531,531
3/1/2017,520,20.84,20.76,19.36,1.48,29.56300317,-7.962290785,532,489
3/2/2017,565,20.92,20.84,19.68,1.24,23.11514009,-6.472179545,520,525
3/3/2017,607,21,20.92,19.86,1.14,18.23157792,-2.5404977,565,501
3/4/2017,667,21.12,21,20.08,1.04,16.15261451,1.535486469,607,519
3/5/2017,733,21.14,21.12,20.24,0.9,15.6506329,2.523728696,667,507
3/6/2017,720,21.2,21.14,20.3,0.9,16.23134921,-4.741941319,733,531
3/7/2017,747,21.48,21.2,20.76,0.72,6.121693595,-4.951353239,720,532
3/8/2017,840,21.56,21.48,20.84,0.72,5.624943594,2.076908027,747,520
3/9/2017,878,21.64,21.56,20.92,0.72,5.740729496,4.667490852,840,565
3/10/2017,997,21.72,21.64,21,0.72,5.598373771,6.004716741,878,607
3/11/2017,1350,21.84,21.72,21.12,0.72,6.013113191,5.08193998,997,667
3/12/2017,1260,21.82,21.84,21.14,0.68,6.04481669,2.796975783,1350,733
3/13/2017,1320,21.78,21.82,21.2,0.58,3.606285928,2.638685234,1260,720
3/14/2017,1350,21.76,21.78,21.48,0.28,2.18159349,7.381497199,1320,747
3/15/2017,1250,21.64,21.76,21.56,0.08,1.237856627,8.410176907,1350,840
3/16/2017,1220,21.46,21.64,21.64,-0.18,0.888359206,8.160621807,1250,878
3/17/2017,1400,21.1,21.46,21.72,-0.62,0.8714903,8.295591705,1220,997
3/18/2017,1770,20.8,21.1,21.84,-1.04,0.11549775,10.35825002,1400,1350
3/19/2017,2040,20.38,20.8,21.82,-1.44,0.071969136,10.13972542,1770,1260
3/20/2017,2200,19.82,20.38,21.78,-1.96,0.040209978,9.613719434,2040,1320
3/21/2017,2590,19.44,19.82,21.76,-2.32,0,9.971033051,2200,1350
3/22/2017,2750,19.08,19.44,21.64,-2.56,0,9.870826718,2590,1250
3/23/2017,2910,18.72,19.08,21.46,-2.74,0.038678437,6.54000383,2750,1220
3/24/2017,3280,18.42,18.72,21.1,-2.68,0.384109683,5.152587297,2910,1400
3/25/2017,3360,18.4,18.42,20.8,-2.4,0.55010479,5.671908975,3280,1770
3/26/2017,3190,18.4,18.4,20.38,-1.98,1.711910246,3.665544172,3360,2040
3/27/2017,2960,18.44,18.4,19.82,-1.38,2.265911717,4.492487429,3190,2200
3/28/2017,2840,18.38,18.44,19.44,-1.06,6.741622736,2.495066173,2960,2590
3/29/2017,2670,18.54,18.38,19.08,-0.54,10.3323702,3.502974402,2840,2750
3/30/2017,2560,18.44,18.54,18.72,-0.28,10.29831589,6.482052585,2670,2910
3/31/2017,2410,18.28,18.44,18.42,-0.14,12.64081118,4.635872995,2560,3280
4/1/2017,2500,18.2,18.28,18.4,-0.2,18.03663822,3.625329498,2410,3360
4/2/2017,2750,18.02,18.2,18.4,-0.38,16.8796128,3.326839509,2500,3190
4/3/2017,2780,18.18,18.02,18.44,-0.26,19.96983392,1.533309731,2750,2960
4/4/2017,2810,18.16,18.18,18.38,-0.22,15.71124804,-1.489863993,2780,2840
4/5/2017,2600,18.22,18.16,18.54,-0.32,13.77182464,-0.078148919,2810,2670
4/6/2017,2330,18.16,18.22,18.44,-0.28,14.87335593,6.028406543,2600,2560
4/7/2017,2040,18.1,18.16,18.28,-0.18,12.18542939,9.207704552,2330,2410
4/8/2017,1960,17.9,18.1,18.2,-0.3,6.629448796,7.97325589,2040,2500
4/9/2017,2240,17.58,17.9,18.02,-0.44,8.203614273,-0.081136559,1960,2750
4/10/2017,2860,17.66,17.58,18.18,-0.52,7.591189468,0.461782476,2240,2780
4/11/2017,3000,17.8,17.66,18.16,-0.36,7.820923768,4.718441039,2860,2810
4/12/2017,2500,17.66,17.8,18.22,-0.56,6.240879768,8.233731571,3000,2600
4/13/2017,2290,17.46,17.66,18.16,-0.7,5.134724356,11.2679011,2500,2330
4/14/2017,2370,16.92,17.46,18.1,-1.18,5.134724356,7.666054871,2290,2040
4/15/2017,3370,16.26,16.92,17.9,-1.64,5.128882798,4.86710392,2370,1960
4/16/2017,4770,15.84,16.26,17.58,-1.74,3.549937291,6.93728134,3370,2240
4/17/2017,4990,15.46,15.84,17.66,-2.2,0.518139503,9.388730894,4770,2860
4/18/2017,4760,14.96,15.46,17.8,-2.84,0.071280059,9.409147209,4990,3000
4/19/2017,5050,14.62,14.96,17.66,-3.04,1.572407389,5.731313628,4760,2500
4/20/2017,5780,14.74,14.62,17.46,-2.72,2.290492571,5.284848567,5050,2290
4/21/2017,6030,15.16,14.74,16.92,-1.76,9.427649339,2.618087293,5780,2370
4/22/2017,5260,15.52,15.16,16.26,-0.74,13.06524436,4.447919242,6030,3370
4/23/2017,4640,15.66,15.52,15.84,-0.18,13.19549401,8.60617695,5260,4770
4/24/2017,4000,15.68,15.66,15.46,0.22,17.01193169,5.514377777,4640,4990
4/25/2017,4030,16.4,15.68,14.96,1.44,26.1588194,2.331277201,4000,4760
4/26/2017,4990,16.5,16.4,14.62,1.88,27.87242609,2.398917667,4030,5050
4/27/2017,5050,16.88,16.5,14.74,2.14,31.53652893,1.647508901,4990,5780
4/28/2017,4420,17.5,16.88,15.16,2.34,29.83860662,0.128043799,5050,6030
4/29/2017,4250,17.58,17.5,15.52,2.06,28.37702378,0.174046559,4420,5260
4/30/2017,3620,17.64,17.58,15.66,1.98,28.50294881,1.117063693,4250,4640
5/1/2017,3190,17.7,17.64,15.68,2.02,25.85125999,6.064936472,3620,4000
5/2/2017,2950,17.56,17.7,16.4,1.16,16.76997187,6.018167607,3190,4030
5/3/2017,2840,17.56,17.56,16.5,1.06,15.44946533,7.139245456,2950,4990
5/4/2017,2800,17.5,17.56,16.88,0.62,11.09025967,10.27744703,2840,5050
5/5/2017,2740,17.38,17.5,17.5,-0.12,5.761197394,13.28531724,2800,4420
5/6/2017,2980,17.14,17.38,17.58,-0.44,3.677492189,14.50209091,2740,4250
5/7/2017,4130,16.88,17.14,17.64,-0.76,3.424954541,13.07593619,2980,3620
5/8/2017,5840,16.58,16.88,17.7,-1.12,2.939192358,12.1615323,4130,3190
5/9/2017,7190,16.32,16.58,17.56,-1.24,5.561507714,11.13222837,5840,2950
5/10/2017,7590,16.12,16.32,17.56,-1.44,7.047610619,8.993655735,7190,2840
5/11/2017,8660,15.96,16.12,17.5,-1.54,9.723210957,10.21415591,7590,2800
5/12/2017,8770,15.54,15.96,17.38,-1.84,9.643134132,12.99306151,8660,2740
5/13/2017,8860,14.88,15.54,17.14,-2.26,9.554567929,12.52059423,8770,2980
5/14/2017,9690,13.64,14.88,16.88,-3.24,9.550930892,9.497240782,8860,4130
5/15/2017,10700,12.98,13.64,16.58,-3.6,8.871944214,11.41678316,9690,5840
5/16/2017,10300,12.14,12.98,16.32,-4.18,6.200487592,8.361209014,10700,7190
5/17/2017,9640,11.82,12.14,16.12,-4.3,2.881053734,3.19398142,10300,7590
5/18/2017,8940,12.16,11.82,15.96,-3.8,10.37925784,-0.164699816,9640,8660
5/19/2017,8100,13.04,12.16,15.54,-2.5,21.89317804,2.136833189,8940,8770
5/20/2017,7190,13.26,13.04,14.88,-1.62,23.95817737,4.205886403,8100,8860
5/21/2017,6570,13.3,13.26,13.64,-0.34,24.24649423,7.084775798,7190,9690
5/22/2017,5610,13.36,13.3,12.98,0.38,25.97984466,6.775495204,6570,10700
5/23/2017,5080,13.3,13.36,12.14,1.16,28.18383068,6.897300372,5610,10300
5/24/2017,4730,13.2,13.3,11.82,1.38,28.99329618,12.590876,5080,9640
5/25/2017,4280,12.6,13.2,12.16,0.44,19.12687513,9.938520414,4730,8940
5/26/2017,4710,12,12.6,13.04,-1.04,11.74062106,10.01847225,4280,8100
5/27/2017,6120,11.76,12,13.26,-1.5,13.95215806,7.640449249,4710,7190
5/28/2017,6680,11.88,11.76,13.3,-1.42,16.17628321,9.069060399,6120,6570
5/29/2017,6700,11.84,11.88,13.36,-1.52,14.5941571,10.76891111,6680,5610
5/30/2017,6020,11.54,11.84,13.3,-1.76,12.37436793,12.79567866,6700,5080
5/31/2017,5970,10.32,11.54,13.2,-2.88,11.47807459,14.48760952,6020,4730
6/1/2017,6310,9.42,10.32,12.6,-3.18,11.50247109,14.17868331,5970,4280
6/2/2017,6940,8.82,9.42,12,-3.18,10.53476649,13.64747595,6310,4710
6/3/2017,7820,8.36,8.82,11.76,-3.4,6.511439805,14.35069275,6940,6120
6/4/2017,8590,7.74,8.36,11.88,-4.14,3.998997786,16.81800712,7820,6680
6/5/2017,8940,7.18,7.74,11.84,-4.66,3.84777347,17.22723838,8590,6700
6/6/2017,9460,6.52,7.18,11.54,-5.02,3.901859955,17.31903925,8940,6020
6/7/2017,9620,6.28,6.52,10.32,-4.04,4.020077675,17.75288871,9460,5970
6/8/2017,9950,5.98,6.28,9.42,-3.44,4.330792532,18.14883688,9620,6310
6/9/2017,9960,5.7,5.98,8.82,-3.12,1.140735637,17.74201413,9950,6940
6/10/2017,9880,5.38,5.7,8.36,-2.98,0.883785222,17.70613646,9960,7820
6/11/2017,9640,4.94,5.38,7.74,-2.8,0.883785222,17.04094316,9880,8590
6/12/2017,9820,4.54,4.94,7.18,-2.64,0.883785222,14.71369396,9640,8940
6/13/2017,9250,4.22,4.54,6.52,-2.3,0.829043567,7.899525549,9820,9460
6/14/2017,8230,3.96,4.22,6.28,-2.32,0.665477105,12.09395143,9250,9620
6/15/2017,6510,3.78,3.96,5.98,-2.2,0,14.68845097,8230,9950
6/16/2017,5720,3.54,3.78,5.7,-2.16,0.014036279,17.01363787,6510,9960
6/17/2017,5470,3.22,3.54,5.38,-2.16,0.014036279,15.92610633,5720,9880
6/18/2017,5650,2.86,3.22,4.94,-2.08,0.014036279,15.32243148,5470,9640
6/19/2017,5730,2.54,2.86,4.54,-2,0.014036279,16.73082492,5650,9820
6/20/2017,5430,2.2,2.54,4.22,-2.02,0.014036279,19.94821758,5730,9250
6/21/2017,5020,1.84,2.2,3.96,-2.12,0.014036279,20.22168999,5430,8230
6/22/2017,4850,1.42,1.84,3.78,-2.36,0.092807322,19.13050397,5020,6510
6/23/2017,4610,0.9,1.42,3.54,-2.64,0.091795218,14.87206365,4850,5720
6/24/2017,4300,0.54,0.9,3.22,-2.68,0.091795218,14.32701788,4610,5470
6/25/2017,3690,0.24,0.54,2.86,-2.62,0.091795218,16.01568895,4300,5650
6/26/2017,3170,0.06,0.24,2.54,-2.48,0.091795218,18.19629258,3690,5730
6/27/2017,2740,0,0.06,2.2,-2.2,0.091795218,18.63529712,3170,5430
6/28/2017,2490,0,0,1.84,-1.84,0.091969207,17.00276453,2740,5020
6/29/2017,2300,0,0,1.42,-1.42,0.085727497,14.76592487,2490,4850
6/30/2017,2110,0,0,0.9,-0.9,0.072703323,13.22168249,2300,4610
7/1/2017,1870,0,0,0.54,-0.54,0.072703323,16.58947697,2110,4300
7/2/2017,1680,0,0,0.24,-0.24,0.072703323,18.91401463,1870,3690
7/3/2017,1540,0,0,0.06,-0.06,0.072703323,18.94972189,1680,3170
7/4/2017,1430,0,0,0,0,0.072703323,19.85626162,1540,2740
7/5/2017,1310,0,0,0,0,0.072529334,21.60098591,1430,2490
7/6/2017,1240,0,0,0,0,0,21.54403882,1310,2300
7/7/2017,1170,0,0,0,0,0,20.53839373,1240,2110
7/8/2017,1090,0,0,0,0,0.070479297,19.8674505,1170,1870
7/9/2017,959,0,0,0,0,0.278573577,21.22986799,1090,1680
7/10/2017,906,0,0,0,0,0.278573577,20.57887734,959,1540
7/11/2017,866,0,0,0,0,1.033554078,19.28432552,906,1430
7/12/2017,826,0,0,0,0,2.543666147,19.02840475,866,1310
7/13/2017,782,0,0,0,0,3.031455145,20.12220261,826,1240
7/14/2017,788,0,0,0,0,3.031455145,20.97658602,782,1170
7/15/2017,765,0,0,0,0,2.960975848,21.61586471,788,1090
7/16/2017,708,0,0,0,0,2.752881568,21.11418634,765,959
7/17/2017,649,0,0,0,0,2.944193986,21.48891483,708,906
7/18/2017,573,0,0,0,0,2.201513997,21.97614764,649,866
7/19/2017,525,0,0,0,0,0.793682879,21.65033488,573,826
7/20/2017,499,0,0,0,0,2.791863103,20.58890784,525,782
7/21/2017,453,0,0,0,0,4.715300912,19.89863136,499,788
7/22/2017,466,0,0,0,0,8.880248286,19.56943917,453,765
7/23/2017,477,0,0,0,0,8.944349824,20.34957265,466,708
7/24/2017,593,0,0,0,0,8.781568594,20.86050674,477,649
7/25/2017,613,0,0,0,0,8.99213719,17.23396343,593,573
7/26/2017,501,0,0,0,0,14.68019014,18.33575011,613,525
7/27/2017,443,0,0,0,0,18.38782378,19.42976937,501,499
7/28/2017,483,0,0,0,0,17.36596911,19.47462623,443,453
7/29/2017,672,0,0,0,0,13.20102174,19.96818797,483,466
7/30/2017,587,0,0,0,0,13.16123355,19.13272041,672,477
7/31/2017,512,0,0,0,0,13.13466093,19.32105525,587,593
8/1/2017,450,0,0,0,0,12.91179182,19.73928448,512,613
8/2/2017,408,0,0,0,0,7.122196131,19.88063065,450,501
8/3/2017,381,0,0,0,0,0.95487487,18.90982291,408,443
8/4/2017,340,0,0,0,0,0.053291726,19.69951194,381,483
8/5/2017,319,0,0,0,0,0.692326171,18.50819106,340,672
8/6/2017,292,0,0,0,0,2.086890112,17.54981874,319,587
8/7/2017,269,0,0,0,0,2.108315776,16.08113236,292,512
8/8/2017,289,0,0,0,0,3.168284217,15.70241783,269,450
8/9/2017,298,0,0,0,0,6.532735427,14.80678983,289,408
